Id,age,Industry,job,salary,currency,country,years_field_experience,education,gender,salary_usd,new_currency
17682,45-54,Government and Public Administration,Executive Director,155000,USD,US,11 - 20 years,Master's degree,Woman,155000.0,USD
17683,25-34,Retail,Office Manager,38480,USD,USA,11 - 20 years,High School,Woman,38480.0,USD
17684,25-34,Art & Design,Production manager,85000,USD,United states,5-7 years,Master's degree,Woman,85000.0,USD
17685,25-34,Entertainment,Onlyfans creator ,420000,USD,United States ,1 year or less,Some college,Woman,420000.0,USD
17686,25-34,Nonprofits,Affordable Housing Manager,67000,USD,United States,5-7 years,Master's degree,Woman,67000.0,USD
17687,35-44,Education (Higher Education),Associste professor and department chair,56000,USD,United states,5-7 years,Master's degree,Woman,56000.0,USD
17688,35-44,Computing or Tech,Software engineer,105000,USD,United States,1 year or less,College degree,Woman,105000.0,USD
17689,25-34,Computing or Tech,Senior Software Engineer,115000,USD,United States,2 - 4 years,College degree,Man,115000.0,USD
17690,18-24,Computing or Tech,Support Analyst,45000,USD,United States,2 - 4 years,College degree,Man,45000.0,USD
17691,35-44,Business or Consulting,Project Manager,105000,USD,United States,8 - 10 years,Master's degree,Woman,105000.0,USD
17692,45-54,Health care,Senior Director,284000,USD,United States,21 - 30 years,College degree,Woman,284000.0,USD
17693,35-44,Government and Public Administration,IT Project Manager,97000,CAD,Canada,11 - 20 years,Master's degree,Man,77649.47,USD
17694,35-44,Per Sitter,Pet Sitter,43800,USD,Usa,8 - 10 years,College degree,Woman,43800.0,USD
17695,25-34,Retail,Senior Accountant ,87000,USD,USA,8 - 10 years,College degree,Woman,87000.0,USD
17696,35-44,Engineering or Manufacturing,Compliance Manager,114500,USD,US,8 - 10 years,College degree,Man,114500.0,USD
17697,35-44,Education (Higher Education),Assistant Director of HR,82000,USD,US,5-7 years,Master's degree,Woman,82000.0,USD
17698,45-54,Computing or Tech,Developer Team Lead,120000,USD,USA,21 - 30 years,Master's degree,Man,120000.0,USD
17699,25-34,Engineering or Manufacturing,Project Engineer,92000,USD,USA,2 - 4 years,Master's degree,Woman,92000.0,USD
17700,35-44,"Accounting, Banking & Finance",Mortgage Loan Processor/Underwriter,62088,USD,USA,11 - 20 years,College degree,Woman,62088.0,USD
17701,35-44,Computing or Tech,Principal Site Reliability Developer ,169000,USD,USA ,11 - 20 years,College degree,Man,169000.0,USD
17702,25-34,Health care,Associate Digital Implementation Manager,92000,USD,USA,8 - 10 years,College degree,Woman,92000.0,USD
17703,25-34,Nonprofits,Policy Analyst,64000,USD,USA ,11 - 20 years,College degree,Woman,64000.0,USD
17704,25-34,Recruitment or HR,Administrative Coordinator,44000,USD,USA,1 year or less,Some college,Man,44000.0,USD
17705,35-44,Law,Lawyer,175000,USD,United States,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,175000.0,USD
17706,25-34,Business or Consulting,Business manager,52000,USD,Us,2 - 4 years,Master's degree,Woman,52000.0,USD
17707,25-34,Computing or Tech,Software Engineer,115000,USD,Canada ,5-7 years,Master's degree,Woman,115000.0,USD
17708,25-34,Business or Consulting,Senior Consultant,1260000,USD,USA,5-7 years,Master's degree,Man,1260000.0,USD
17709,35-44,Computing or Tech,Development manager,190000,USD,USA,11 - 20 years,Some college,Man,190000.0,USD
17710,35-44,Insurance,Customer Service Director ,140000,USD,United States,11 - 20 years,Master's degree,Man,140000.0,USD
17711,25-34,Engineering or Manufacturing,Engineering Supervisor,155000,USD,USA,8 - 10 years,College degree,Woman,155000.0,USD
17712,35-44,Pension Benefit Administration,Staff Specialist,72000,USD,USA,11 - 20 years,Some college,Man,72000.0,USD
17713,18-24,Nonprofits,Accounting Associate,45000,USD,United States,1 year or less,College degree,Woman,45000.0,USD
17714,25-34,Health care,Registered Dietitian,58000,USD,United States,2 - 4 years,Master's degree,Woman,58000.0,USD
17715,25-34,Computing or Tech,Software Engineer,180000,USD,United States,5-7 years,College degree,Woman,180000.0,USD
17716,35-44,Nonprofits,Executive Director,88000,USD,US,11 - 20 years,Master's degree,Woman,88000.0,USD
17717,55-64,Media & Digital,Social media producer,20000,USD,US,5-7 years,College degree,Other or prefer not to answer,20000.0,USD
17718,35-44,Government and Public Administration,Principal Planner,81000,USD,US,11 - 20 years,PhD,Man,81000.0,USD
17719,25-34,Computing or Tech,Senior Software Engineer,160000,USD,United States,8 - 10 years,Master's degree,Man,160000.0,USD
17720,25-34,"Accounting, Banking & Finance",Senior Financial Analyst,105000,USD,United States,8 - 10 years,College degree,Woman,105000.0,USD
17721,35-44,Health care,Database Administrator,73599,CAD,Canada,8 - 10 years,High School,Woman,58916.73549000001,USD
17722,45-54,Computing or Tech,Solutions Consultant,195000,USD,United States,8 - 10 years,College degree,Man,195000.0,USD
17723,45-54,Nonprofits,Revenue Specialist,37114,USD,USA,11 - 20 years,Some college,Woman,37114.0,USD
17724,35-44,Computing or Tech,Senior Staff Engineer,245000,USD,USA,11 - 20 years,College degree,Man,245000.0,USD
17725,25-34,Art & Design,Digital Designer,46200,USD,USA,2 - 4 years,College degree,Woman,46200.0,USD
17726,25-34,Art & Design,Writer,68000,USD,USA ,5-7 years,Master's degree,Woman,68000.0,USD
17727,25-34,Law,Associate,280000,USD,USA ,5-7 years,"Professional degree (MD, JD, etc.)",Woman,280000.0,USD
17728,35-44,Insurance,Contract Writer,60000,CAD,Canada,5-7 years,College degree,Man,48030.600000000006,USD
17729,18-24,Retail,Sales Leader,30000,USD,United States,2 - 4 years,College degree,Woman,30000.0,USD
17730,25-34,Engineering or Manufacturing,Project Manager,85000,USD,Usa,5-7 years,College degree,Woman,85000.0,USD
17731,35-44,Lab Science (Biotech),Scientist II,83200,USD,U.S.,8 - 10 years,Master's degree,Man,83200.0,USD
17732,45-54,Computing or Tech,CTO,150000,USD,United Stateds,11 - 20 years,Master's degree,Man,150000.0,USD
17733,25-34,Retail,Store Manager,66000,USD,US,8 - 10 years,College degree,Man,66000.0,USD
17734,25-34,Computing or Tech,Senior Data Scientist,94000,USD,United States,8 - 10 years,College degree,Man,94000.0,USD
17735,25-34,Social Work,Case Manager,48000,USD,United States,2 - 4 years,Master's degree,Non-binary,48000.0,USD
17736,18-24,Computing or Tech,Software Engineer,135000,USD,United States,1 year or less,College degree,Woman,135000.0,USD
17737,25-34,"Marketing, Advertising & PR",Pay per click manager,75000,USD,United States,5-7 years,College degree,Non-binary,75000.0,USD
17738,25-34,Computing or Tech,Senior Software Development Manager,180000,CAD,Canada,11 - 20 years,College degree,Man,144091.80000000002,USD
17739,35-44,"Marketing, Advertising & PR",Media Director,133000,USD,United States,11 - 20 years,Master's degree,Woman,133000.0,USD
17740,25-34,Transport or Logistics,Business Analyst,120365,AUD,Australia,5-7 years,College degree,Woman,89429.99135000001,USD
17741,45-54,Computing or Tech,Sr. Software Engineer,196000,USD,United States,21 - 30 years,Master's degree,Man,196000.0,USD
17742,25-34,Computing or Tech,Product Manager,75000,CAD,Canada,2 - 4 years,Master's degree,Woman,60038.25000000001,USD
17743,35-44,Health care,Orthopedic surgeon,378000,USD,USA,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,378000.0,USD
17744,25-34,Computing or Tech,Software Engineer,170400,USD,USA,5-7 years,College degree,Man,170400.0,USD
17745,25-34,Law,Business development manager,127500,USD,Usa,8 - 10 years,College degree,Woman,127500.0,USD
17746,35-44,Engineering or Manufacturing,Drafter,50000,CAD,Canada,5-7 years,Some college,Woman,40025.5,USD
17747,25-34,Government and Public Administration,Technical Writer,48000,USD,USA,8 - 10 years,College degree,Woman,48000.0,USD
17748,35-44,Law,Judicial Law Clerk,62000,USD,US,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,62000.0,USD
17749,45-54,Art & Design,creative director,79132,USD,us,21 - 30 years,College degree,Woman,79132.0,USD
17750,25-34,Law,Associate,65000,CAD,Canada,5-7 years,"Professional degree (MD, JD, etc.)",Man,52033.15,USD
17751,25-34,Health care,Contracting manager ,68000,USD,United States,5-7 years,Master's degree,Woman,68000.0,USD
17752,45-54,Computing or Tech,Principal Program Manager,225000,USD,United States,8 - 10 years,College degree,Man,225000.0,USD
17753,25-34,Engineering or Manufacturing,Software Engineer,200000,USD,United States,5-7 years,College degree,Man,200000.0,USD
17754,45-54,Computing or Tech,solutions architect,120000,USD,usa,8 - 10 years,College degree,Man,120000.0,USD
17755,25-34,Computing or Tech,Software Engineer,59040,EUR,n/a (remote from wherever I want),2 - 4 years,Some college,Man,64276.848,USD
17756,35-44,Law,Associate General counsel ,284000,USD,United States,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,284000.0,USD
17757,18-24,Property or Construction,Project engineer ,66000,USD,United States,1 year or less,College degree,Woman,66000.0,USD
17758,25-34,Nonprofits,Development and Communications Manager,50000,USD,United States,2 - 4 years,College degree,Woman,50000.0,USD
17759,25-34,Computing or Tech,Senior Software Engineer,475000,USD,United States,11 - 20 years,College degree,Man,475000.0,USD
17760,25-34,Wholesale,Quality Assurance ,69000,USD,United States,8 - 10 years,College degree,Woman,69000.0,USD
17761,35-44,Nonprofits,Coordinator of Special Projects,54000,USD,USA,11 - 20 years,Master's degree,Woman,54000.0,USD
17762,25-34,Education (Higher Education),Research Analyst,62000,USD,United States,2 - 4 years,Master's degree,Non-binary,62000.0,USD
17763,25-34,Government and Public Administration,Scheduling Officsd,57000,CAD,Canada,2 - 4 years,Some college,Non-binary,45629.07,USD
17764,45-54,Education (Primary/Secondary),Human Resources ,57000,USD,United States ,21 - 30 years,College degree,Woman,57000.0,USD
17765,35-44,Computing or Tech,"Partner, Support Lead",180000,USD,United States,21 - 30 years,College degree,Woman,180000.0,USD
17766,45-54,Horticulture,Greenhouse and Nursery Manager,37440,USD,USA,8 - 10 years,College degree,Woman,37440.0,USD
17767,25-34,Health care,Analytics manager,105000,USD,United States,5-7 years,Master's degree,Woman,105000.0,USD
17768,35-44,Health care,"Director, Research Operations",195000,USD,US,11 - 20 years,College degree,Woman,195000.0,USD
17769,35-44,"Accounting, Banking & Finance",Managing Director,415000,USD,United States,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,415000.0,USD
17770,25-34,"Accounting, Banking & Finance",Lead Web Engineer,140000,USD,USA,8 - 10 years,College degree,Woman,140000.0,USD
17771,25-34,"Accounting, Banking & Finance",Controller ,140000,USD,USA,8 - 10 years,Master's degree,Woman,140000.0,USD
17772,25-34,Computing or Tech,Senior manager,167000,USD,ISA,8 - 10 years,Master's degree,Man,167000.0,USD
17773,45-54,Nonprofits,Communications Consultant ,78000,USD,United States,21 - 30 years,College degree,Woman,78000.0,USD
17774,18-24,Education (Higher Education),research,40000,USD,usa,2 - 4 years,College degree,Man,40000.0,USD
17775,35-44,Computing or Tech,Senior Product Manager,150000,USD,USA,5-7 years,Master's degree,Other or prefer not to answer,150000.0,USD
17776,45-54,Supply Chain!,Senior Supply Chain Specialist,144656,USD,United States,21 - 30 years,College degree,Woman,144656.0,USD
17777,45-54,Government and Public Administration,IT Director,85000,USD,US,21 - 30 years,Master's degree,Man,85000.0,USD
17778,35-44,"Accounting, Banking & Finance",Contract Manager,105000,USD,United States,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,105000.0,USD
17779,35-44,Computing or Tech,Software Quality Assurance Analyst II,85000,USD,United States,5-7 years,Master's degree,Woman,85000.0,USD
17780,25-34,Public Library,Librarian / Assistant Branch Manager,44714,USD,USA,5-7 years,Master's degree,Woman,44714.0,USD
17781,25-34,Computing or Tech,"Manager, Program Management",210000,USD,United States,5-7 years,Master's degree,Man,210000.0,USD
17782,25-34,Nonprofits,Executive Coordinator,55000,USD,United States,5-7 years,College degree,Woman,55000.0,USD
17783,25-34,Government and Public Administration,Senior Advisor,98000,CAD,Canada,8 - 10 years,Master's degree,Woman,78449.98000000001,USD
17784,25-34,Computing or Tech,AWS Solutions Architect,175000,USD,United States,2 - 4 years,Master's degree,Man,175000.0,USD
17785,18-24,Engineering or Manufacturing,Software developer,100000,USD,United States,2 - 4 years,College degree,Man,100000.0,USD
17786,25-34,Government and Public Administration,Librarian,62000,USD,USA,5-7 years,Master's degree,Woman,62000.0,USD
17787,35-44,Computing or Tech,Site Reliability Engineer,130000,AUD,Australia,8 - 10 years,College degree,Man,96588.70000000001,USD
17788,25-34,Computing or Tech,Director of Marketing,235000,USD,Usa,8 - 10 years,College degree,Man,235000.0,USD
17789,35-44,Engineering or Manufacturing,Senior Engineer,185700,USD,USA,21 - 30 years,Master's degree,Man,185700.0,USD
17790,35-44,"Accounting, Banking & Finance",Senior Systems Engineer,125000,USD,USA,11 - 20 years,College degree,Man,125000.0,USD
17791,35-44,Computing or Tech,Product owner ,175000,USD,USA,21 - 30 years,Master's degree,Man,175000.0,USD
17792,25-34,Insurance,Benefits Analyst,60000,USD,United States,5-7 years,College degree,Man,60000.0,USD
17793,35-44,Computing or Tech,Program manager,162000,AUD,Australia,11 - 20 years,Master's degree,Man,120364.38,USD
17794,25-34,Computing or Tech,Programmer,67000,USD,United States,2 - 4 years,Some college,Man,67000.0,USD
17795,25-34,Nonprofits,Community Impact Lead,47840,USD,United States,5-7 years,Master's degree,Non-binary,47840.0,USD
17796,35-44,Engineering or Manufacturing,Senior Engineer,110000,USD,USA,11 - 20 years,Master's degree,Woman,110000.0,USD
17797,35-44,Research - academic,Research Assistant Professor,66000,USD,USA,8 - 10 years,PhD,Woman,66000.0,USD
17798,35-44,"Accounting, Banking & Finance",Compliance Analyst,78000,USD,United States,5-7 years,Master's degree,Woman,78000.0,USD
17799,35-44,Sales,Account Executive - Technology Sales,150000,USD,United States,8 - 10 years,College degree,Man,150000.0,USD
17800,35-44,Computing or Tech,Data Scientist,220000,USD,United States,11 - 20 years,Master's degree,Man,220000.0,USD
17801,45-54,Computing or Tech,Software Developer,110000,USD,USA,21 - 30 years,College degree,Man,110000.0,USD
17802,45-54,Computing or Tech,cloud engineer,55000,USD,singapore,8 - 10 years,College degree,Woman,55000.0,USD
17803,25-34,Computing or Tech,Senior technical product manager,160000,USD,USA,8 - 10 years,College degree,Non-binary,160000.0,USD
17804,25-34,nan,hr manager,100000,CAD,Canada,5-7 years,College degree,Woman,80051.0,USD
17805,35-44,Education (Higher Education),Academic Librarian,55000,USD,United States,5-7 years,Master's degree,Woman,55000.0,USD
17806,18-24,Education (Higher Education),Process Engineer ,82500,USD,USA,1 year or less,College degree,Woman,82500.0,USD
17807,18-24,"Accounting, Banking & Finance",Modeler,91000,USD,United States,2 - 4 years,College degree,Man,91000.0,USD
17808,35-44,"Accounting, Banking & Finance",Business Operations Manager,85000,AUD,Australia,11 - 20 years,College degree,Woman,63154.15,USD
17809,25-34,Education (Higher Education),"Associate Director, Alumni Relations",77000,USD,United States ,5-7 years,College degree,Woman,77000.0,USD
17810,35-44,Nonprofits,Grant Writer and Communications,85000,USD,USA,11 - 20 years,Master's degree,Woman,85000.0,USD
17811,35-44,Education (Higher Education),Wsib specialist,66520,CAD,Canada,8 - 10 years,College degree,Woman,53249.925200000005,USD
17812,18-24,Computing or Tech,Business solutions analyst,63000,USD,USA,2 - 4 years,College degree,Woman,63000.0,USD
17813,25-34,Computing or Tech,Customer Support Specialist,54600,USD,US,2 - 4 years,College degree,Woman,54600.0,USD
17814,18-24,"Marketing, Advertising & PR",Account Coordinator,41000,USD,United States,1 year or less,College degree,Woman,41000.0,USD
